Job Title,Company,Job Description,Job Type,Skills,Visualization Tools
Data Analyst Specialist,PT Mega Finance,"Kualifikasi- Pendidikan terakhir minimal S1 (diutamakan jurusan Matematika/Statistik)- Usia maksimal 30 tahun- Memiliki pengalaman minimal 1–2 tahun sebagai Data Analyst atau di bidang yang sama- Menguasai penggunaan Ms. Office (mahir Ms. Excel diutamakan)- Memiliki kemampuan analisis yang baik serta mampu menyajikan dan menginterpretasi data- Memahami penggunaan software data analyst (R/Phyton//SQL Query/Power BI atau software lainnya)- Memiliki pemahaman yang baik tentang konsep dasar statistik dan mengetahui bentuk permodelan (regresi, clustering, klasifikasi atau forecasting)- Memahami produk dan bisnis model multifinance menjadi nilai tambah- Bersedia untuk Work From Office di Kantor Pusat (Jakarta Selatan)",Penuh waktu,"['SQL', 'R', 'Excel']",['power bi']
Data Engineer,PT Indocyber Global Teknologi,"Job RequirementsBachelor degree in Computer Science, or IT related fields1 years of Data Engineering, ETL developer or a related fieldExperience using Python, Java, Go, or Scala for data processing (Python preferred)Experience using SSIS, SSAS, SSRS, Pentaho, PowerBI, Netbeans, Microsoft Visual Studio, Robotic Process Automation (RPA), ClouderaUnderstanding Linux and docker is a plusCommunication skills, especially explaining technical concepts to non-technical business leaders.Exposure in Datalake, Hbase, Attunity, Kafka, Tableau, AtScaleResponsibilitiesDesign, implement and manage end to end data pipelines (ETL, data streaming and data warehousing) to make data easily accessible for analysis.Design end to end ETL as per-use cases and business requirementsEnsure high data quality and integrity from data sources.Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Troubleshoot complex data issues and perform root cause analysis to proactively resolve product and operational issues",Penuh waktu,"['Python', 'docker', 'kafka']",['tableau']
DATA ANALYST - SURABAYA,PT Exa Mitra Solusi,"Penempatan : SurabayaKualifikasi:Usia maksimal 24 thPendidikan Min. D3Jurusan Fakultas ITMampu mengoperasikan Microsoft Excel, Word, dan Power PointJujur, teliti, rapi dan bertanggung jawab atas pekerjaannyaDapat bekerjasama dengan teamSudah vaksin Covid19 minimal dosis keduaDeskripsi Pekerjaan:1. Input order appraisal2. Register Order3. Input BAP4. Kirim BAP ke AO & register di buku pengiriman untuk ke cabang5. Memo pengiriman BAP bantuan6. Sevis level internal dan KJPP7. Sortir BAP tiap bulan per KJPPSeluruh proses rekrutmen tidak dipungut biaya.",Kontrak,['Excel'],['Unknown']
Data Analyst,Gokomodo,"Requirements :Bachelor’s degree in engineering, computer science, statistics, mathematics, or equivalentMinimum 2 years experience working as a data analyst, BI, or equivalent position.Fluency in SQL and writing advanced SQL queriesFundamental understanding of ETL, ELT, and data modelingExperience working with SQL-based reporting tools like Metabase, Tableau, or equivalentExceptional attention to detail, critical and careful in interpreting and reviewing results.Team playerStrong communicator, fluent in EnglishExperience working with task scheduling toolsResponsibilities :Manage a data analytics project.Define the business issues and propose analytics subjects to solve them.Analyze data and summarize insight into an intelligible documents.Keep learning and developing new skills, as well as encourage team member's skills development.",Penuh waktu,['SQL'],['tableau']
Data Analyst,Arkademi,"We're Looking For:Bachelor's Degree from Computer Science majorFamiliar with SQL, data analytics, visualization, and marketingHave experience working with SQL, Python/R, Hadoop/Apache languages, and Google Analytics Dashboard.Excellent documentation skills (ability to create FSD, BRD, Sequence, Flowchart, use case diagram, etc)Fundamental analytical and conceptual thinking skills.Ability to analyze existing tools and databases and provide software solution recommendations2 years of work experience as a Data Analyst or Data Scientist is a plus.Experience in applying various well-documented patterns and techniquesWhat You'll Do:Provide quality assurance of imported data, working with quality assurance analysts if necessary.Commissioning and decommissioning of data sets.Processing confidential data and information according to guidelines.Helping develop reports and analysis.Managing and designing the reporting environment, including data sources, security, and metadata.Supporting the data warehouse in identifying and revising reporting requirements.Supporting initiatives for data integrity and normalization.Generating reports from one or multiple systems.Troubleshooting the reporting database environment and reports.Evaluating changes and updates to source production systems.Training end-users on new reports and dashboards.Providing technical expertise in data storage structures, data mining, and data cleansing.Data visualization",Penuh waktu,"['SQL', 'Python', 'R', 'Database', 'Hadoop']",['Unknown']
Data Analyst (Protection & Risk),PT. Sahabat Mikro Fintek,"What Will You Do As Risk Data Analyst,Primary Job Role :The Data Analyst Risk Officer is responsible for conducting in-depth data analysis to assess and mitigate risks within the organization. This role involves collecting, organizing, and interpreting large datasets to identify trends, patterns, and potential risks that could impact the company's operations. The Data Analyst Risk Officer will collaborate with cross-functional teams to provide actionable insights and recommendations to enhance risk management strategies and ensure the company's overall stability.What Will You Do As Protection Data Analyst,Primary Job Role :The Data Analyst and Protection is responsible for conducting in-depth data analysis to assess and mitigate risks within the organization. This role involves collecting, organizing, and interpreting large datasets to identify trends, patterns, and potential risks that could impact the company's operations. The Data Analyst and Protection Officer will collaborate with cross-functional teams to provide actionable insights and recommendations to enhance risk management strategies and ensure the company's overall stability. Also ensuring the data security and recommend improvements for the data privacy and protection process also data breach incident response plan.Job Description :Collect, clean, and preprocess data from various sources to ensure accuracy and completeness.Analyze and interpret complex datasets using statistical and data visualization techniques to identify potential risks and trends.Collaborate with risk management teams to define risk metrics and develop models for assessing and quantifying risks.Monitor and track key risk indicators (KRIs) and key performance indicators (KPIs) to identify emerging risks and trends.Produce comprehensive reports and presentations summarizing risk analysis findings for stakeholders and senior management.Collaborate with IT teams to ensure data integrity, security, and compliance with data protection regulations.Participate in the development and improvement of risk management strategies, policies, and procedures.Stay updated on industry trends and best practices in risk management and data analysis.Job Qualifications :Bachelor's degree in a relevant field such as Finance, Economics, Statistics, Mathematics, or Computer Science.Proven experience (3+ years) in data analysis, risk management, or a related field ((Financial Technology is a plus).Proficiency in data analysis tools such as Python, R, or SQL, and experience with data visualization tools (e.g., Tableau, Power BI).Familiarity with ISO 27001 about data protection.Strong understanding with flow to protect data.Strong understanding of risk management concepts, methodologies, and frameworks.Familiarity with financial products, markets, and regulatory requirements is a plus.Excellent analytical skills with the ability to work with complex, large datasets and draw actionable insights.Strong communication skills to convey complex findings and insights to both technical and non-technical stakeholders.Detail-oriented mindset with a focus on accuracy and precision in data analysis.Ability to work collaboratively in cross-functional teams and adapt to changing priorities.Problem-solving mindset and the ability to think critically and creatively to address emerging risks.Professional certifications related to risk management or data analysis (e.g., FRM, CFA, CRMA) are desirable but not mandatory.",Penuh waktu,"['SQL', 'Python', 'R']","['tableau', 'power bi']"
Data Analyst,PT ACCENTUATES,"Qualifications Required :Usia maksimal 35 tahunMinimal pendidikan S1Menguasai microsoft excel & power pointMemiliki min. 2 tahun pengalaman dalam bidang sales/marketing, support systemMampu bekerja individu dan teamMampu bekerja cepat, tepat, fleksibel, dan bertanggung jawabMampu bekerja dengan deadlineMampu bekerja di bawah tekananBersedia overtime jika di perlukanSudah vaksin minimal dosis 1 & 2",Penuh waktu,['Excel'],['Unknown']
Staf Data Analyst,PT Sentralsari Primasentosa,"Usia maksimal 35 tahunS1 Statistika/MatematikaPengalaman minimal 1 tahun sebagai Data AnalystMahir Microsoft Excel (Vlookup, Hlookup, If, Sumif, Pivot)Mampu bekerja sama dengan tim maupun mandiriMemiliki kemampuan komunikasi, monitor, kontrol, serta analisa yang baik.",Penuh waktu,['Excel'],['Unknown']
Data Developer,PT PEFINDO Biro Kredit,"Responsibilities:Participate in the application and deployment of data policies and process and their continued enforcement to include areas such as workflow for data ingestion, data quality, master data and data life cycle managementEnsure control functions goes well in any process associated with data security and accountable in its use and well documentedCoordinate regularly with the team to ensure the progress runs in accordance with the applicable procedures and comply with compliance regulationsImplement tools and/or procedures to monitor and track activityMaintain and prepare any necessary update to existing documentation (i.e. Working Instruction, SOP, UAT Docs, Form Request etc)Experience in using data analytic tools (i.e. Tablue,Qlik, PowerBI, etc), reporting packages and big data processUnderstanding Machine learning and statistical techniquesRequirements:Bachelor Degree in Engineering (Computer/Telecommunication),Computer Science, Information TechnologyHaving more than 3 years of professional experience in data field, from various position such as ETL developer, database administrator, or EAI developerAble to converse in English fluently",Penuh waktu,"['Database', 'Machine Learning', 'Big Data']",['Unknown']
MINING DATA ENGINEER & ANALYST,PT Sebuku Iron Lateritic Ores,"Pendidikan S1 Teknik PertambanganMemiliki pengalaman min. 2 tahun sebagai Central Data Officer di Perusahaan PertambanganMemahami flow proses produksi, perhitungan produktivitas unit dan analisa data terkait kegiatan produksiMampu menganalisa dan menyajikan data perhitungan laporan produksi & stock materialMelakukan pelaporan produksi dan Laporan ke ESDM (Laporan Bulanan Minerba, MOMS, Laporan Konservasi, dll)Melakukan cross check laporan backcharge (Perhitungan tenaga kerja, Unit, BBM & Sparepart) dan laporan perhitungan insentif premi dari processing dataMemahami tentang K3 di area kerja dan K3 PertambanganPenempatan Pulau Sebuku, Kalimantan Selatan",Penuh waktu,['Unknown'],['Unknown']
DATA and BUDGET ANALYST,PT Giordano Indonesia,"We are looking for a passionate Data and Budget Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions.ResponsibilityData and Budget Analyst responsibilities is to control the budget for Inventory, Shipment and control the aging stock. And also other ad hock duties to support the business and Department.RequirementBachelor's degree (S1) in finance, accounting, or related fieldmin. 2 years experience in managing inventory and budgetingStrong Knowledge in Excel and numberingProficiency in data analysis and statistical forecastingAttention to detailFluent in English both written and verbal communication",Kontrak,['Excel'],['Unknown']
Regional Data Analyst & Monitoring,Erajaya Group,"Job Descriptions :Coordinating target setting for sales in each brand and each business unit. Analyzing target & KPICreating analysis & evaluation for store performance, dealer and communicating to RCM, RMO and region as reference for action plan.Managing forecasting planning for stock needs, stock monitoring level and DOSJob Requirements :Bachelor degree in any majorHas minimum 2 years working experienceStrong exposure in using excelAble to work under pressureAgile, fast pace and good interpersonal skillWilling to be placed in Jakarta office",Penuh waktu,['Unknown'],['Unknown']
Data Engineer Staff,PT NTT Data Indonesia,"Job Responsibilities/Descriptions :Analyze and organize raw dataBuild data systems and pipelinesInterpret trends and patternsConduct complex data analysis and report on resultsPrepare data for prescriptive and predictive modelingBuild algorithms and prototypesCombine raw information from different sourcesExplore ways to enhance data quality and reliabilitySpecial Requirements :Previous experience as a data engineer or in a similar roleTechnical expertise with data models, data mining, and segmentation techniquesKnowledge of programming languages (e.g. Java and Python)Hands-on experience with SQL database designDegree in Computer Science, IT, or similar fieldData engineering certification is a plus",Kontrak,"['SQL', 'Python', 'Database']",['Unknown']
Financial Products Analyst,WALLSTREETDOCS BANDUNG,"We are seeking strong analytic person who is fluent in English to join our rapidly growing team based in Indonesia. The role will focus on developing and expanding our structured product database, with a specific emphasis on US and EU markets. The database will be used for market intelligence, reference data, and lifecycle management for the structured products industry.As a member of the team, the successful candidate will be expected to take full responsibility for improving coverage and upgrading the system to create a comprehensive and fully featured database. The role will involve handling complex data entries and rules.This is a full-time, staff position located in Indonesia, to coordinate with other team in different countries and report directly to the Team Lead.Key Responsibilities:Increase coverage of our structured product databaseOversee and improve our daily prices databaseResponsible for automating of the data extraction process from public sourcesDaily interaction with structured products distributors and issuers to expand product coverageRequirements:Ability to work under pressure to meet deadlines setMinimal 1 years experienceMinimal D3/S1Fluency in English is mandatory, any other language is preferable.Reliable with a strong work ethicIT literate in appropriate Microsoft systems including advanced ExcelAbility to manipulate large data setStrong numerical and analytical skills with ability to assimilate information.Highly organised with the ability to schedule your own and others workloads.Ability to work on projects independently and as part of a team.About WSDWSD is a leading provider of SaaS-based technology solutions for manufacturers of structured products and OTC derivatives, covering all aspects of the process from pre-trade workflows to order management, document production, data dissemination to exchanges, data vendors and the buy-side, as well as lifecycle management with offices in the UK, USA, Brazil, Germany, Hong Kong and Indonesia.WSD also operates RegXchange, an industry utility connecting the sell-side and buy-side, and Transparitrade, a white-labelled client-facing structured products platform featuring comprehensive education as well as trade execution and analytical tools. WSD serves its global Tier 1 clients with a staff of almost 200 and has offices in all major time zones.",Penuh waktu,['Database'],['Unknown']
Regional Data Analyst & Monitoring,Erajaya Group,"Job Descriptions :Coordinating target setting for sales in each brand and each business unit. Lead to Analyzing target & KPICreating analysis & evaluation for store performance, dealer and communicating to RCM, RMO and region as reference for action plan.Managing forecasting planning for stock needs, stock monitoring level and DOS.Have strategic thinking about business Retail & Dealer.Job Requirements :Bachelor degree in any majorHas minimum 2 years working experienceAble to work under pressureAgile, fast pace and good interpersonal skillWilling to be placed in Jakarta office",Penuh waktu,['Unknown'],['Unknown']
Data and Application Support,PT I D X Partners,"id/x partnersprovide consulting services that specializes in utilizing data mining solutions combined with an integrated risk management and marketing discipline to help clients optimize the portfolio profitability and business process. We want you to be part of our team, in which you will play a major role helping us to fundamentally aspect of our solutions.We are seeking aData & Application Supportas ourTechnical Consultant, who will be part of a learning culture, where teamwork and collaboration are encouraged, excellence rewarded, and diversity is respected and valued.REQUIREMENTS:Degree in Computer Science, Engineering, or equivalent practical experience.2-5 years exp with UNIX/Linux System/Sys Admin/DatabaseGood in communication and Team CoordinationExperience with system/relational database administrationFamiliar with SQL; Familiar with Web Services (Apache, httpd, LB), Dashboard application system, API'sFamiliar with Containerization and BigData/ClouderaFamiliar with IBM Product such as DB2, Datastage, etc is plusWilling to work on shiftJOB DESCRIPTION:Responsibility in production environment not limited to Testing environment.Perform support for issue/inquiry request from CustomersResolve functional/system error as reported by CustomersInstallation/configuration/implementation for various Product/SolutionConduct Preventive Maintenance periodically onsite/remote",Penuh waktu,"['SQL', 'Database']",['Unknown']
Product Manager,PT Cakrawala Putra Nusantara,"Cakrawala Putra Nusantara (CPN) is an IT company that specializes in supply chain systems.Our clientele comprises of over 300 national and multinational corporations.We are currently recruiting for a project at one of the largest multinational oil companies in Indonesia.We should consider implementing a hybrid work system.RESPONSIBILITYDefine and drive the product strategy for internal tools and data platforms that improve efficiency and collaboration across companyCollaborate with cross-functional teams to identify opportunities for improvement and develop solutions that address these needs.Gather requirements, conduct user research, and priorities the product backlog to ensure the team is focused on delivering high-impact projects.Establish strong relationships with internal stakeholders and develop a deep understanding of their needs and challenges.Drive the adoption and onboarding of internal tools and data platforms, working closely with users to ensure they are engaged and successful.Oversee product launches, product marketing, and other go-to-market activities for internal tools and data platforms.Communicate effectively with both technical and non-technical stakeholders, ensuring that the team's work is well-understood and well-supported.Own and develop relationship with internal/external partners, working with them to optimize and enhance the systems integration capabilities and digital solutions adoption.Ability to conduct meetings, workshops and presentations for a wide variety of (management) audiences, demonstrating consistently high qualities of communications and persuasive skills. Deliver trainings to account managers and sales teams on the up-to-date solutionsREQUIREMENTS3+ years in product management or digital project managementAt least 3 years of experience building and managing digital apps or data platforms.Strong understanding of modern software development practices and tools.Excellent analytical and problem-solving skills, with a data-driven approach to decision-making.Ability to communicate effectively with both technical and non-technical stakeholders.Comfortable engaging in high-level technical discussions and explaining technical topics to a non-technical audience.Passionate about technology trends, data tech, data science, ML/AIPassionate about driving impact through enhancing team productivityUnderstanding of good User experience/User Interface (UX/UI) design",Penuh waktu,['Unknown'],['Unknown']
IT Development Project Manager,PT Cakrawala Putra Nusantara,"Cakrawala Putra Nusantara (CPN) is an IT company that specializes in supply chain systems.Our clientele comprises of over 300 national and multinational corporations.We are currently recruiting for a project at one of the largest multinational oil companies in Indonesia.We should consider implementing a hybrid work system.RESPONSIBILITYDefine and drive the product strategy for internal tools and data platforms that improve efficiency and collaboration across companyCollaborate with cross-functional teams to identify opportunities for improvement and develop solutions that address these needs.Gather requirements, conduct user research, and priorities the product backlog to ensure the team is focused on delivering high-impact projects.Establish strong relationships with internal stakeholders and develop a deep understanding of their needs and challenges.Drive the adoption and onboarding of internal tools and data platforms, working closely with users to ensure they are engaged and successful.Oversee product launches, product marketing, and other go-to-market activities for internal tools and data platforms.Communicate effectively with both technical and non-technical stakeholders, ensuring that the team's work is well-understood and well-supported.Own and develop relationship with internal/external partners, working with them to optimize and enhance the systems integration capabilities and digital solutions adoption.Ability to conduct meetings, workshops and presentations for a wide variety of (management) audiences, demonstrating consistently high qualities of communications and persuasive skills. Deliver trainings to account managers and sales teams on the up-to-date solutionsOversee different platform to ensure seamless functionality and integration cross platform from different vendor and drive solutions to enable enhance end-to-end integration across platform.REQUIREMENTS3+ years in product management or digital project managementAt least 3 years of experience building and managing digital apps or data platforms.Strong understanding of modern software development practices and tools.Excellent analytical and problem-solving skills, with a data-driven approach to decision-making.Ability to communicate effectively with both technical and non-technical stakeholders.Comfortable engaging in high-level technical discussions and explaining technical topics to a non-technical audience.Passionate about technology trends, data tech, data science, ML/AIPassionate about driving impact through enhancing team productivityUnderstanding of good User experience/User Interface (UX/UI) design3+ years’ experience in cross apps/platform data integrationExperience/understanding in business (sales marketing) process are preferable",Penuh waktu,['Unknown'],['Unknown']
Product Specialist AI,PT Informasi Teknologi Indonesia,"Responsibilities:Follow our competitors and the industry(in anyAI Product)Proposing and tracking key indicators and evaluation metrics ofAI productsto improve overallChatbot performanceCollaborating closely with the R&D team, particularly algorithms engineers and product managers, to improve user interactionwith AI productsKeep abreast with Agile/Scrum best practices and new trendsResearch and analyze the market, the users, and the roadmap for the productMaintain the product strategy and roadmapBuild business cases to support the justification of priorities and tradeoffsIdentify and translate market requirements, technical recommendations, and capability outcomes into meaningful customer impacts and functionalityRunning, coaching, and mentoring Internal teams or Affiliate about the detailed ProductsProficient with A/B testing methodology to drive improvements in product workflowsDrive product roadmap and development in such a manner that is scalable, generic, and modular to accommodate future requirements with the least customizationContinuous learning attitude to keep informed and experiment with upcoming product trends which can drive efficiency for the company as well as provide a better customer experience.QualificationsBachelor in any computer science/engineering, mathematics, data science, statistics, or non-formal education Degree but having experience in related fields(proven with a recommendation letter from the previous workplace)Passion for aproduct management rolewith more than1 yearsof experience in Product Management and proven leadership experienceKnowing Data Analytics tools and Statistics (Python, SQL, Power BI)Having the ability to Design (using design tools Adobe/Figma/Canva/others etc.)Proficiency in working in a fast-paced, fluid environment where priorities shift regularlyAble to anticipate and balance the needs of multiple stakeholdersMaking sense of complex, high quantity, and sometimes contradictory information to effectively solve problemsProficiency in identifying goals, metrics, and analytics to measure product valuePassionate and Self-motivated person with result-oriented behaviorsBehave well and politelyHaving aGood character, attitude, and patient",Kontrak,"['SQL', 'Python', 'R']",['power bi']
Environment Social Governance Manager,PT Tolan Tiga Indonesia,"Responsibilities:Data Collection and Validation:Gather and validate ESG data from all subsidiaries, ensuring data accuracy, completeness, and consistency.Maintain documentation of processes and methodologies around data collection, ESG metrics/indicators and calculation methodologiesCollaborate with relevant internal stakeholders and departments to acquire required data such as, but not limited to environmental performance, social responsibility, and corporate governance.Data Analysis & Management:Employ advanced data analytics techniques to extract insights from ESG data collected and identify trends, patterns, and correlations.Utilise statistical methods and data visualisation tools to present findings in a clear and actionable mannergenerate insights from large amounts of data and develop practical systems for relevant business users to access and visualize data insightsGreenhouse Gas Emissions Reporting:Oversee the accurate and timely reporting of greenhouse gas emissions in compliance with EU and other relevant legislation/regulations (e.g., EU Emissions Trading System, CSRD).Develop and maintain a comprehensive GHG emissions inventory and calculation methodology.ESG Reporting and Documentation:Ensuring that the company’s sustainability reporting is aligned with relevant regulations and standards (ESRS, GRI, Sustainalytics, TCFD/SBTi etc)Keeping up to date with latest developments and best practices in sustainability impact measurement, reporting and impactsPrepare regular ESG reports for internal and external stakeholders, including but not limited to executive teams, regulators, investors, customers and ESG rating agencies.Compliance Monitoring:Monitor and collaborate with legal and compliance teams to ensure the Company’s ESG and GHG emissions reporting practices align with the latest EU regulations and requirements.2. Qualifications and Skills:The ideal candidate for this position should possess the following qualifications and skills:2.1 Educational Background:Bachelor's or Master’s degree in data science, Environmental Science, Sustainability, Statistics, or a related field.2.2 Technical Expertise:Minimum 5 years’ experience working with ESG datasets and sustainability metricsAffinity with management of large datasetsStrong knowledge of data visualisation techniques and tools (e.g., Tableau, Power BI).2.3 ESG/GHG and EU Regulations:Familiarity with EU regulations and frameworks related to ESG, sustainability, and greenhouse gas emissions reporting (e.g. ESRS E1 Climate Change).Understanding of carbon/GHG accounting methodologies and reporting frameworks  (e.g., GHG Protocol, ISO 14064).2.4 Analytical Skills:Ability to derive actionable insights from complex datasets and communicate findings effectively.Strong problem-solving skills and attention to detail in data analysis.2.5 Communication and Collaboration:Proficiency in English required, in Bahasa Indonesian desired and French very welcome.Excellent written and verbal communication skills to convey technical information to both technical and non-technical stakeholders.Proven ability to collaborate and work effectively in cross-functional teams and countries.Duration and Reporting:This is a full-time position with an initial contract duration of 1 year before becoming permanent. The Data Manager will report directly to the Group Director of Sustainability.",Penuh waktu,['Unknown'],"['tableau', 'power bi']"
Senior Business Analyst,"PT SMART,Tbk","Job Descriptions:Analyse business model and projects to determine improvement areaDrive methodological innovations into data science or digital products in the logistic shipping operations optimizationIdentify and operationalize valuable insights from the data into business and digital applicationsWork collaboratively with Unit (or any stakeholders) & IT to implement application and system development plansParticipate in data science projects, be hands-on and build statistical models and digital solutions to extract value and create actionable recommendations.Qualifications:Minimum Bachelor Degree in IT Software or related to this positionA background or profile in Machine Learning, quantitative methods, predictive modelling, statistics or similarExcellent track record of delivery using languages like Python, R, Java, etc.Good Familiarity with Agile practices; a good team player, balanced with the autonomy and motivation to produce individually.Ability to effectively communicate data science results and analytics value to business stakeholders.English Fluent is a must""Our company has never levied any fees for the recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person""",Penuh waktu,"['Python', 'R', 'Machine Learning']",['Unknown']
Business Development Lead,PT Indobit Digital Raya,"Company DescriptionAt Bitlabs Academy we aim to transform lives through work-relevant Learning in Digital and Data. We teach Indonesian young generation the skills to become Data Analysts, Scientists, and Software Engineers as well as provide them the opportunity to experiment their knowledge through Bitlabs Academy.Established in 2018, Bitlabs has been trusted by over 150.000+ students all over Indonesia and helped them work in national and multi-national companies in Indonesia. Entering our 5th year, we were just rewarded as Best Data Science Bootcamp 2023 by Course Report, an international authority of coding and digital skills bootcamp.Role DescriptionDo you have an entrepreneurial spirit and proven experience successfully converting new business opportunities in the education or technology industry in Indonesia? We are looking for Business Development Lead who will be responsible for:Developing and executing sales and revenue strategies for educational institutions in Indonesia through our learning programsBuild and maintain strong relationships with educational institutions for sustainable collaborations.Develop our positioning, messaging, and competitive differentiation in the marketConduct meetings and presentations with potential clients to promote values of our programMonitor and Lead sales team to achieve set sales targets and KPIs.Provide regular sales reports and devise strategies for continuous improvement.QualificationsBachelor's Degree/Master Degree in Business Administration, Information System, Finance, Marketing or related fieldMinimum 3-4 years of experience in business development, marketing, or sales in the Education or Technology industry, with proven experiences in generating revenue.Experience in approaching and selling programs to educational institutions.Excellent in communication, presentation, and networking skills through all viable channelsResult oriented and proactive in problem-solvingAnalytical skills to track sales performance and identify new opportunities.Leadership skills and the ability to inspire a sales team.In-depth understanding of the needs and dynamics of the education market in Indonesia.Willing to work hybrid in BSD City, Tangerang areaOur team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.Good luck!",Penuh waktu,['Unknown'],['Unknown']
Senior Learning and Development Specialist - Full Stack Software Engineer,PT Indobit Digital Raya,"At Bitlabs Academy we aim to transform lives through work-relevant Learning in Digital and Data. We teach Indonesian young generation the skills to become Data Analysts, Scientists, Engineers, Software Engineers as well as provide them the opportunity to experiment their knowledge through Bitlabs Academy.Established in 2018, Bitlabs has been trusted by over 150.000+ students all over Indonesia and helped them work in national and multi-national companies in Indonesia. Entering our 5th year, we were just rewarded as Best Data Science Bootcamp 2023 by Course Report, an international authority of coding and digital skills bootcamp.At Bitlabs, we believe that everyone deserves equal opportunities in education, and we aim to help individuals to #StayRelevantwithTheFutureOfWorkSenior Learning and Development Specialist - Full Stack Software Engineer, you will play a pivotal role in creating impactful learning experiences supporting students throughout their learning journey.Job Description:Research and develop high-quality learning contents to continuously improve work-relevant curriculumLead training sessions by delivering engaging, enjoyable, high-quality learning experiencesLead and monitor all Mentor and Student Sucess performanceFacilitate and inspire students to persevere throughout the whole learning journeyContinuous evaluation for every delivered training, curriculum, and learning experience to provide innovation and a better experience for participantsEnsure quality assurance between learning outcomes with each module’s activity and assessment are alignCollaborate with L&D Manager to design masterplan of programs and its derivatives such as learning flow, learning method, learning modules, learning activities, learning assessments, and so on""Requirements:Bachelor's degree from Information Technology/Information System from reputable universityMinimum 3-5 years of experience as Software Engineer / Web Developer Practitioner or Trainer. Experienced in Consulting Firms or University is highly preferredIn-depth knowledge of web development technology concepts, tools, and techniques, such as front end web, back end web, web programming language, python programming language, flask, database, web security, and IT documentationGood understanding about teaching-learning method and processStrong literacy, communication both written and oral (English and Bahasa), presentation, and data analysis (qualitative and quantitative) skillProven track record in managing, executing, and delivering learning and development project that successfully increased customer engagement/loyaltyPassionate in developing people, able to make complex things simple and communicating it well.Experience in teaching and familiar with instructional system design is a plusAbility to work well in a fast paced environment, underpressure and tight deadlineWilling to work hybrid in BSD, Tangerang area""Our ValuesAt Bitlabs Academy, we are committed to providing our team with a supportive and collaborative work environment, ongoing training and development opportunities, and a competitive compensation package.In Bitlabs, we cultivate cultures of:Excellence:to make better and make impact on others lives' through education and continuously delivering the work-relevant learning experiencesCare:teamwork makes the dream work. We believe by bringing talented people together, in winning together, and in learning from each otherGrowth:the biggest investment you can do is invest in yourself. We support our team's growth with courses, team learnings, sharing sessions (+Free access to all Bitlabs Learning Programs)Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.",Penuh waktu,"['Python', 'Database']",['Unknown']
Business Development Assistant Manager (Automotive & Financial Service Company),PT Serba Mulia Auto,"DESKRIPSI PEKERJAANMembuat analisis bisnis terkait aktivitas Business Unit dengan Identifikasi area, evaluasi proses bisnis dan Merancang serta menerapkan perbaikan proses bisnis.Membuat analisis biaya dan mengembangkan strategi untuk meningkatkan efisiensi operasional.Berkolaborasi dengan tim internal, pemangku kepentingan bisnis, dan mitra eksternal untuk merancang proses baru dan lebih baik menggunakan praktik terbaik.Memanfaatkan alat analisis data untuk menganalisis data dan mengidentifikasi peluangKUALIFIKASI:Minimal S1 Economics, Finance, Computer Science, Data Science, Statistics, Information ManagementLebih disukai minimal 2 tahun pengalaman dalam analisis bisnis di bidangfinancial services/automotiveKeterampilan komunikasi dan pemecahan masalah yang sangat baikMahir dalam analisis data dan alat pelaporanMampu bekerja secara mandiri dan kolaboratif dalam lingkungan yang serba cepatKeterampilan organisasi, analitis, dan berpikir kritis yang kuat",Penuh waktu,['Unknown'],['Unknown']
Logistic Analyst & Process Improvement Assistant Manager,SCG,"Responsibilities:Collects and analyzes data, systems, procedural activities, and information flows to assess the efficiency and costs of logistics processes.Propose logistic models and solutions to respond to the ever-increasing complexity and changing demand in a timely manner.Distribute the information, leading the collaboration and persuading related parties to change.Bring in external connections to support business to able to scale.Take benefit and Improve the process by analyzing facts and data of the customer.Identify the root cause of the problem and conduct problem-solving.Conduct assessment proposals for project investment and evaluation of assets or infrastructure.Conduct business reports to oversea KPI and customer demand is met.Costing and Pricing.Conduct unit utilization and be a revenue champion.Requirements:A Bachelor's or Master's degree in Science or Data Science will be preferredMinimum 4-6 years of experience in Logistics Analyst, Business Analyst Logistics/Transport Planner, or related fieldStatistical and numerical analytic skillsStrong analytical in Microsoft Excel (VLOOKUP, Pivot Table, Macro, etc.)Develops and maintains good and effective team communication at all levelsAbility to communicate and connect to all stakeholdersPrevious background in the Logistics industry is very desirablePower BI and Python are an advantagePreferable experience in a Third‑Party Logistics Provider (3PL) multinational companyIndustry background: Retail, Bulk Commodity, FMCGExperience in WMS and TMS software and developmentEnglish is mandatory",Penuh waktu,"['Python', 'Excel']",['Unknown']
